year,ggm_m,ggm_m_stderr,ggm_fit_age_start,ggm_fit_age_end,ci_method,ggm_m_ci_low,ggm_m_ci_high
2004,0.0003516755548448241,2.1151880585510625e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00031256893057813304,0.00039567494967162
2005,0.00032972847832887716,1.8812883947054105e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00029484283055945776,0.00036874177749135484
2006,0.00032317312677381796,1.8919655866599847e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0002881396351001166,0.0003624661696835888
2007,0.00033790593013867767,1.7274755134927022e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0003056890354454145,0.0003735181978526462
2008,0.0003650210410063024,1.5629854403254197e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0003356373298601086,0.00039697717900705025
2009,0.0003258952218566131,1.6675365015459107e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00029479751710096975,0.0003602733722909693
2010,0.0003440823268231695,1.7720875627664014e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0003110454938852275,0.00038062807518353587
2011,0.0003433753478829376,1.45365734947901e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00031603417251416547,0.000373081899959548
2012,0.0003365515673614967,1.4574524954720156e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.000309164721872065,0.0003663644312572987
2013,0.00037038985718007697,1.4612476414650211e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0003428292065520795,0.00040016615760838736
2014,0.00037084270108563277,1.4650427874580265e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00034321191779641423,0.0004006979414685256
2015,0.00039440221921764493,1.468837933451032e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0003666391100821973,0.00042426764152064843
2016,0.00035672619740194735,1.2097226397922934e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00033378685569088927,0.0003812420343798652
2017,0.000396989516282093,1.2603502027591083e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0003730399559666123,0.00042247666373838974
2018,0.0003941700942868691,1.3109777657259234e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00036929497500806294,0.0004207207618428251
2019,0.0003767783778403702,1.231413596191994e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.00035339988549222014,0.00040170342955910763
2020,0.000362114177434693,1.1518494266580647e-05,20,100,lognormal delta-method from GGM curve_fit covariance,0.0003402276836190534,0.00038540860668476466
