curve_set,topic,group,label,n_bootstrap_usable,central_best_coordinate,central_best_coordinate_class,p_eta,p_beta,p_Xc,p_epsilon,p_h_ext,p_senogenic,p_robustness,p_extrinsic,central_distance_eta,central_distance_beta,central_distance_Xc,central_distance_epsilon,central_distance_h_ext,central_best_distance,central_second_distance,central_distance_margin
eta_high,church_frequency,weekly,weekly,300,epsilon,robustness,0.04,0.07666666666666666,0.29,0.57,0.023333333333333334,0.11666666666666667,0.86,0.023333333333333334,0.1653752526781527,0.10150834289017213,0.01247269932687841,0.00037252039221505985,0.16897851650610352,0.00037252039221505985,0.01247269932687841,0.01210017893466335
eta_low,church_frequency,weekly,weekly,300,epsilon,robustness,0.04,0.07,0.26,0.6233333333333333,0.006666666666666667,0.11,0.8833333333333333,0.006666666666666667,0.17428290165498198,0.10416343508678799,0.014871737308963318,0.003255743530081063,0.1915129123318252,0.003255743530081063,0.014871737308963318,0.011615993778882255
xc_std_frac_high,church_frequency,weekly,weekly,300,epsilon,robustness,0.043333333333333335,0.07333333333333333,0.25333333333333335,0.6266666666666667,0.0033333333333333335,0.11666666666666667,0.88,0.0033333333333333335,0.1758082827534372,0.10930670439492496,0.014694608851507451,0.0031558641189669075,0.18324005350867895,0.0031558641189669075,0.014694608851507451,0.011538744732540544
xc_std_frac_low,church_frequency,weekly,weekly,300,epsilon,robustness,0.03666666666666667,0.06333333333333334,0.23333333333333334,0.64,0.02666666666666667,0.1,0.8733333333333333,0.02666666666666667,0.16438418731287455,0.10280809255571889,0.01710895140765839,0.0032567874978987094,0.17987582211166042,0.0032567874978987094,0.01710895140765839,0.013852163909759681
mean_model_curve,education_level,no highschool,no high school,300,h_ext,extrinsic,0.0,0.0,0.0,0.07333333333333333,0.9266666666666666,0.0,0.07333333333333333,0.9266666666666666,0.1783763807298209,0.12081645485044956,0.04014742218354256,0.027998271732120585,0.0028302822745807396,0.0028302822745807396,0.027998271732120585,0.025167989457539845
Xc_high,education_level,no highschool,no high school,300,h_ext,extrinsic,0.0,0.0,0.01,0.24666666666666667,0.7433333333333333,0.0,0.25666666666666665,0.7433333333333333,0.1813196347815561,0.11729796126030453,0.02908185686805119,0.015527685582601813,0.006756872045104897,0.006756872045104897,0.015527685582601813,0.008770813537496917
Xc_low,education_level,no highschool,no high school,300,h_ext,extrinsic,0.0,0.0,0.0,0.01,0.99,0.0,0.01,0.99,0.17528083687310944,0.12245846342563688,0.05347710639307466,0.04551745347035761,0.00848828305688903,0.00848828305688903,0.04551745347035761,0.037029170413468586
beta_high,education_level,no highschool,no high school,300,h_ext,extrinsic,0.0,0.0,0.0033333333333333335,0.18,0.8166666666666667,0.0,0.18333333333333332,0.8166666666666667,0.17579351117990527,0.12423053858640962,0.03313982419486407,0.021866283735556984,0.0079028550706392,0.0079028550706392,0.021866283735556984,0.013963428664917784
beta_low,education_level,no highschool,no high school,300,h_ext,extrinsic,0.0,0.0,0.0,0.03,0.97,0.0,0.03,0.97,0.1762855569384775,0.123850233235825,0.04969343677925279,0.036814605518469296,0.004615434930829224,0.004615434930829224,0.036814605518469296,0.032199170587640075
central,education_level,no highschool,no high school,300,h_ext,extrinsic,0.0,0.0,0.0033333333333333335,0.10333333333333333,0.8933333333333333,0.0,0.10666666666666667,0.8933333333333333,0.17645333479730702,0.12209862495205379,0.039515912985420565,0.02484784237359279,0.003574725404662623,0.003574725404662623,0.02484784237359279,0.021273116968930167
epsilon_high,education_level,no highschool,no high school,300,h_ext,extrinsic,0.0,0.0,0.0,0.043333333333333335,0.9566666666666667,0.0,0.043333333333333335,0.9566666666666667,0.16644018219715492,0.11528804804897087,0.04478265469536713,0.0337425217011548,0.002189640707898177,0.002189640707898177,0.0337425217011548,0.03155288099325662
epsilon_low,education_level,no highschool,no high school,300,h_ext,extrinsic,0.0,0.0,0.03,0.24,0.73,0.0,0.27,0.73,0.17759319208932806,0.11414308987091765,0.027873439610044393,0.016125593396549415,0.0078097333161569,0.0078097333161569,0.016125593396549415,0.008315860080392515
eta_high,education_level,no highschool,no high school,300,h_ext,extrinsic,0.0,0.0,0.0,0.08666666666666667,0.9133333333333333,0.0,0.08666666666666667,0.9133333333333333,0.18635864186844,0.12632094770218977,0.04142091417054587,0.02524154274728793,0.0026036479534116285,0.0026036479534116285,0.02524154274728793,0.022637894793876304
eta_low,education_level,no highschool,no high school,300,h_ext,extrinsic,0.0,0.0,0.0033333333333333335,0.08,0.9166666666666666,0.0,0.08333333333333333,0.9166666666666666,0.1773063956341851,0.12005664899257239,0.03818726411498421,0.02665330095680414,0.0036717831569741846,0.0036717831569741846,0.02665330095680414,0.022981517799829956
xc_std_frac_high,education_level,no highschool,no high school,300,h_ext,extrinsic,0.0,0.0,0.0033333333333333335,0.06,0.9366666666666666,0.0,0.06333333333333334,0.9366666666666666,0.177470096028615,0.12412922703164203,0.03725442892883456,0.026352037410792655,0.001077150437486852,0.001077150437486852,0.026352037410792655,0.025274886973305804
xc_std_frac_low,education_level,no highschool,no high school,300,h_ext,extrinsic,0.0,0.0,0.0033333333333333335,0.08,0.9166666666666666,0.0,0.08333333333333333,0.9166666666666666,0.1843970636408979,0.11791712050330731,0.039760275272649706,0.027585717147474972,0.004196190131835236,0.004196190131835236,0.027585717147474972,0.023389527015639736
mean_model_curve,education_level,some college,some college,300,epsilon,robustness,0.0,0.016666666666666666,0.41,0.5733333333333334,0.0,0.016666666666666666,0.9833333333333333,0.0,0.09670936396295067,0.054084315599459754,0.004745070162594002,0.002225524757943431,0.10502159780866507,0.002225524757943431,0.004745070162594002,0.002519545404650571
Xc_high,education_level,some college,some college,300,Xc,robustness,0.0,0.023333333333333334,0.6966666666666667,0.28,0.0,0.023333333333333334,0.9766666666666667,0.0,0.09249847951442121,0.04998772243181661,0.0007031987663092099,0.008178814553822297,0.10878711865345417,0.0007031987663092099,0.008178814553822297,0.0074756157875130866
Xc_low,education_level,some college,some college,300,epsilon,robustness,0.0,0.01,0.17,0.82,0.0,0.01,0.99,0.0,0.0999661640272194,0.06035426042807639,0.010846570571833195,0.0061432485725855255,0.10538385731598487,0.0061432485725855255,0.010846570571833195,0.00470332199924767
beta_high,education_level,some college,some college,300,Xc,robustness,0.0,0.02666666666666667,0.6633333333333333,0.31,0.0,0.02666666666666667,0.9733333333333334,0.0,0.09469490248958656,0.04846620649711876,0.0014488244736056506,0.007203696782250292,0.10483292518534751,0.0014488244736056506,0.007203696782250292,0.005754872308644641
beta_low,education_level,some college,some college,300,epsilon,robustness,0.0,0.013333333333333334,0.24333333333333335,0.7433333333333333,0.0,0.013333333333333334,0.9866666666666667,0.0,0.09925164369008439,0.05628815633001442,0.009557485644080753,0.0016259436683809393,0.09718471915866461,0.0016259436683809393,0.009557485644080753,0.007931541975699815
central,education_level,some college,some college,300,epsilon,robustness,0.0,0.016666666666666666,0.4166666666666667,0.5666666666666667,0.0,0.016666666666666666,0.9833333333333333,0.0,0.0976055252897168,0.05389595172667814,0.005252906258467055,0.0025611062305384035,0.10932149370837217,0.0025611062305384035,0.005252906258467055,0.0026918000279286514
epsilon_high,education_level,some college,some college,300,epsilon,robustness,0.0,0.01,0.21,0.78,0.0,0.01,0.99,0.0,0.10938991208584885,0.05756180413530585,0.010504416340372705,0.0027342557455378763,0.10613743596560087,0.0027342557455378763,0.010504416340372705,0.007770160594834829
epsilon_low,education_level,some college,some college,300,Xc,robustness,0.0,0.016666666666666666,0.6733333333333333,0.31,0.0,0.016666666666666666,0.9833333333333333,0.0,0.09447255304235541,0.05402931309086947,0.0009628152471891766,0.007844088738327697,0.10694601276051813,0.0009628152471891766,0.007844088738327697,0.00688127349113852
eta_high,education_level,some college,some college,300,Xc,robustness,0.0,0.02,0.55,0.43,0.0,0.02,0.98,0.0,0.08823920840350481,0.051538667545527446,0.0008882680398430416,0.004969234831583346,0.09212706170145087,0.0008882680398430416,0.004969234831583346,0.0040809667917403045
eta_low,education_level,some college,some college,300,epsilon,robustness,0.0,0.013333333333333334,0.44333333333333336,0.5433333333333333,0.0,0.013333333333333334,0.9866666666666667,0.0,0.09736347783335553,0.055721351950808594,0.0040069826964067145,0.0025235003628188537,0.11441176786842176,0.0025235003628188537,0.0040069826964067145,0.0014834823335878608
xc_std_frac_high,education_level,some college,some college,300,epsilon,robustness,0.0,0.016666666666666666,0.43,0.5533333333333333,0.0,0.016666666666666666,0.9833333333333333,0.0,0.09853698425766505,0.05506229156121822,0.004330624267487157,0.002180238104288352,0.10623058600510131,0.002180238104288352,0.004330624267487157,0.0021503861631988054
xc_std_frac_low,education_level,some college,some college,300,epsilon,robustness,0.0033333333333333335,0.013333333333333334,0.4033333333333333,0.58,0.0,0.016666666666666666,0.9833333333333333,0.0,0.08716031731140844,0.05143219854251638,0.005532946534741932,0.002465789096688348,0.10286796090448846,0.002465789096688348,0.005532946534741932,0.0030671574380535835
