curve_set,topic,group,label,n_bootstrap_usable,central_best_coordinate,central_best_coordinate_class,p_eta,p_beta,p_Xc,p_epsilon,p_h_ext,p_senogenic,p_robustness,p_extrinsic,central_distance_eta,central_distance_beta,central_distance_Xc,central_distance_epsilon,central_distance_h_ext,central_best_distance,central_second_distance,central_distance_margin
beta_high,number_of_friends,0 friends,0 friends,300,Xc,robustness,0.07,0.1,0.17666666666666667,0.3466666666666667,0.30666666666666664,0.17,0.5233333333333333,0.30666666666666664,0.1533748896749119,0.08801466919526764,0.0010661148019716006,0.009773889379583007,0.03503853745014139,0.0010661148019716006,0.009773889379583007,0.008707774577611406
beta_low,number_of_friends,0 friends,0 friends,300,epsilon,robustness,0.07666666666666666,0.09,0.12666666666666668,0.23333333333333334,0.47333333333333333,0.16666666666666666,0.36,0.47333333333333333,0.15425789939948187,0.08778355530127421,0.015853568220230218,0.0032926490096405435,0.0245272068004651,0.0032926490096405435,0.015853568220230218,0.012560919210589674
central,number_of_friends,0 friends,0 friends,300,Xc,robustness,0.08666666666666667,0.08666666666666667,0.16,0.3,0.36666666666666664,0.17333333333333334,0.46,0.36666666666666664,0.15139119309578514,0.08591791808738261,0.0066970874737063415,0.00685191610928896,0.03180633664114757,0.0066970874737063415,0.00685191610928896,0.00015482863558261874
epsilon_high,number_of_friends,0 friends,0 friends,300,epsilon,robustness,0.07,0.09,0.12,0.25666666666666665,0.4633333333333333,0.16,0.37666666666666665,0.4633333333333333,0.14477403363716826,0.0790736363943543,0.01123411767430257,0.0004353530727226591,0.027271272960316482,0.0004353530727226591,0.01123411767430257,0.010798764601579912
epsilon_low,number_of_friends,0 friends,0 friends,300,Xc,robustness,0.08666666666666667,0.10333333333333333,0.23333333333333334,0.31666666666666665,0.26,0.19,0.55,0.26,0.14971477028134797,0.07789024637840562,0.004355912561930832,0.014616609391394381,0.0351472775000302,0.004355912561930832,0.014616609391394381,0.01026069682946355
eta_high,number_of_friends,0 friends,0 friends,300,epsilon,robustness,0.08,0.09,0.17333333333333334,0.2733333333333333,0.38333333333333336,0.17,0.44666666666666666,0.38333333333333336,0.16136722773088177,0.0901504693350088,0.00835939984526582,0.0060852272212445005,0.030662384124072437,0.0060852272212445005,0.00835939984526582,0.0022741726240213186
eta_low,number_of_friends,0 friends,0 friends,300,epsilon,robustness,0.08333333333333333,0.09333333333333334,0.15333333333333332,0.3,0.37,0.17666666666666667,0.4533333333333333,0.37,0.15409584272387325,0.08388717738076266,0.005217309068425476,0.005187713637072935,0.031689439652663076,0.005187713637072935,0.005217309068425476,2.9595431352540807e-05
xc_std_frac_high,number_of_friends,0 friends,0 friends,300,Xc,robustness,0.07,0.09666666666666666,0.16,0.29333333333333333,0.38,0.16666666666666666,0.4533333333333333,0.38,0.15556923401960976,0.08790438590161467,0.00445926701386026,0.005184509652322029,0.029023944441427255,0.00445926701386026,0.005184509652322029,0.0007252426384617688
xc_std_frac_low,number_of_friends,0 friends,0 friends,300,epsilon,robustness,0.08333333333333333,0.09333333333333334,0.15333333333333332,0.2966666666666667,0.37333333333333335,0.17666666666666667,0.45,0.37333333333333335,0.15598382862552043,0.08165819326692883,0.006820819914852473,0.004768150376434171,0.03147382945638897,0.004768150376434171,0.006820819914852473,0.002052669538418302
mean_model_curve,number_of_friends,1+ friends,1+ friends,300,beta,senogenic,0.23,0.19666666666666666,0.28,0.11333333333333333,0.18,0.4266666666666667,0.3933333333333333,0.18,0.02336857268127013,0.006042639911142868,0.006961663159526858,0.008576434476500683,0.032597729039651545,0.006042639911142868,0.006961663159526858,0.0009190232483839902
Xc_high,number_of_friends,1+ friends,1+ friends,300,beta,senogenic,0.23,0.20666666666666667,0.26666666666666666,0.09,0.20666666666666667,0.43666666666666665,0.3566666666666667,0.20666666666666667,0.019047455824297278,0.005502542092510067,0.010501537649794434,0.009854184730834738,0.03616254489986235,0.005502542092510067,0.009854184730834738,0.004351642638324671
Xc_low,number_of_friends,1+ friends,1+ friends,300,epsilon,robustness,0.20333333333333334,0.19333333333333333,0.11,0.3433333333333333,0.15,0.39666666666666667,0.4533333333333333,0.15,0.0266943350180475,0.009737362372359462,0.005512034051552693,0.004981496387668823,0.03316159873597692,0.004981496387668823,0.005512034051552693,0.0005305376638838708
beta_high,number_of_friends,1+ friends,1+ friends,300,beta,senogenic,0.2733333333333333,0.26666666666666666,0.22333333333333333,0.06,0.17666666666666667,0.54,0.2833333333333333,0.17666666666666667,0.023910528248501022,0.00033189598369662884,0.00931129250633139,0.010394232095991166,0.032392692019770145,0.00033189598369662884,0.00931129250633139,0.008979396522634762
beta_low,number_of_friends,1+ friends,1+ friends,300,Xc,robustness,0.23333333333333334,0.20333333333333334,0.23333333333333334,0.18,0.15,0.43666666666666665,0.41333333333333333,0.15,0.025848891691234464,0.00835787146887588,0.006185494812045727,0.007451566862270091,0.025525714897350577,0.006185494812045727,0.007451566862270091,0.0012660720502243638
central,number_of_friends,1+ friends,1+ friends,300,Xc,robustness,0.21666666666666667,0.19,0.2733333333333333,0.14333333333333334,0.17666666666666667,0.4066666666666667,0.4166666666666667,0.17666666666666667,0.024448274992161984,0.007422447567700613,0.005640401961658806,0.00731782233790271,0.03658523594034183,0.005640401961658806,0.00731782233790271,0.0016774203762439039
epsilon_high,number_of_friends,1+ friends,1+ friends,300,Xc,robustness,0.17666666666666667,0.25666666666666665,0.26,0.19666666666666666,0.11,0.43333333333333335,0.45666666666666667,0.11,0.03590095330130754,0.009336934685297246,0.004241893363518881,0.007986908525518135,0.03338440071290872,0.004241893363518881,0.007986908525518135,0.0037450151619992543
epsilon_low,number_of_friends,1+ friends,1+ friends,300,beta,senogenic,0.22,0.2,0.31333333333333335,0.07,0.19666666666666666,0.42,0.38333333333333336,0.19666666666666666,0.02111037260476015,0.006078324079067517,0.007505173085678957,0.010146520622214071,0.034377394818152926,0.006078324079067517,0.007505173085678957,0.0014268490066114406
eta_high,number_of_friends,1+ friends,1+ friends,300,beta,senogenic,0.21333333333333335,0.19,0.17666666666666667,0.14666666666666667,0.2733333333333333,0.4033333333333333,0.3233333333333333,0.2733333333333333,0.014878321207965924,0.0035152216846364845,0.010812582156643885,0.009699595070469129,0.021567092307111724,0.0035152216846364845,0.009699595070469129,0.006184373385832644
eta_low,number_of_friends,1+ friends,1+ friends,300,Xc,robustness,0.20333333333333334,0.16,0.34,0.12,0.17666666666666667,0.36333333333333334,0.46,0.17666666666666667,0.024171440382879817,0.009725018756633258,0.005045449145121293,0.008563122269998667,0.041474403783493714,0.005045449145121293,0.008563122269998667,0.003517673124877374
xc_std_frac_high,number_of_friends,1+ friends,1+ friends,300,beta,senogenic,0.2633333333333333,0.2,0.2733333333333333,0.11333333333333333,0.15,0.4633333333333333,0.38666666666666666,0.15,0.024985159404875577,0.003770951168708204,0.005818595181914857,0.00958197684235158,0.03384991449569623,0.003770951168708204,0.005818595181914857,0.0020476440132066527
xc_std_frac_low,number_of_friends,1+ friends,1+ friends,300,beta,senogenic,0.20333333333333334,0.14,0.25666666666666665,0.11666666666666667,0.2833333333333333,0.3433333333333333,0.37333333333333335,0.2833333333333333,0.01372890125822594,0.0026494086667843905,0.006504578842365606,0.00864160200897947,0.03060546640099723,0.0026494086667843905,0.006504578842365606,0.003855170175581215
mean_model_curve,income,Q1 (Lowest),Q1 income,300,h_ext,extrinsic,0.0,0.0,0.016666666666666666,0.20666666666666667,0.7766666666666666,0.0,0.22333333333333333,0.7766666666666666,0.30077463955455624,0.19676816990327756,0.0628751613292251,0.04319542676556986,0.014221035164691162,0.014221035164691162,0.04319542676556986,0.028974391600878696
Xc_high,income,Q1 (Lowest),Q1 income,300,epsilon,robustness,0.0,0.0,0.056666666666666664,0.5433333333333333,0.4,0.0,0.6,0.4,0.30211069970521837,0.19071734120528303,0.04369357130519415,0.02141817762122497,0.022762342709481593,0.02141817762122497,0.022762342709481593,0.001344165088256622
Xc_low,income,Q1 (Lowest),Q1 income,300,h_ext,extrinsic,0.0,0.0,0.0033333333333333335,0.02666666666666667,0.97,0.0,0.03,0.97,0.29820896333592506,0.2043195446503744,0.08766914149699578,0.07388577278751597,0.006100864468278033,0.006100864468278033,0.07388577278751597,0.06778490831923793
beta_high,income,Q1 (Lowest),Q1 income,300,h_ext,extrinsic,0.0,0.0,0.03,0.44666666666666666,0.5233333333333333,0.0,0.4766666666666667,0.5233333333333333,0.29839069206166363,0.2007082393345314,0.047635314547282794,0.02932024108722077,0.02218620688971555,0.02218620688971555,0.02932024108722077,0.007134034197505218
beta_low,income,Q1 (Lowest),Q1 income,300,h_ext,extrinsic,0.0,0.0,0.006666666666666667,0.05333333333333334,0.94,0.0,0.06,0.94,0.29915970831946326,0.20270246278177,0.07997928857405967,0.05941964982810029,0.0004841119053127934,0.0004841119053127934,0.05941964982810029,0.058935537922787495
central,income,Q1 (Lowest),Q1 income,300,h_ext,extrinsic,0.0,0.0,0.016666666666666666,0.2633333333333333,0.72,0.0,0.28,0.72,0.29791044147836454,0.19539311705207285,0.05879355667052185,0.03816504491814989,0.015091530496447918,0.015091530496447918,0.03816504491814989,0.023073514421701975
epsilon_high,income,Q1 (Lowest),Q1 income,300,h_ext,extrinsic,0.0,0.0,0.01,0.06666666666666667,0.9233333333333333,0.0,0.07666666666666666,0.9233333333333333,0.28940881710499217,0.19286922367526252,0.07210347932225415,0.05800088510796342,0.005112412145248438,0.005112412145248438,0.05800088510796342,0.05288847296271498
epsilon_low,income,Q1 (Lowest),Q1 income,300,epsilon,robustness,0.0,0.0,0.06,0.5533333333333333,0.38666666666666666,0.0,0.6133333333333333,0.38666666666666666,0.2959771476961722,0.19010060621978764,0.0448406339220924,0.021604877951260607,0.023096194431767917,0.021604877951260607,0.023096194431767917,0.0014913164805073105
eta_high,income,Q1 (Lowest),Q1 income,300,h_ext,extrinsic,0.0,0.0,0.016666666666666666,0.22666666666666666,0.7566666666666667,0.0,0.24333333333333335,0.7566666666666667,0.3078839068482953,0.20122649638032927,0.06528400243972825,0.042965933240082924,0.013052702779125935,0.013052702779125935,0.042965933240082924,0.029913230460956987
eta_low,income,Q1 (Lowest),Q1 income,300,h_ext,extrinsic,0.0,0.0,0.016666666666666666,0.23666666666666666,0.7466666666666667,0.0,0.25333333333333335,0.7466666666666667,0.2998031398038959,0.1929343272302998,0.05949264873126299,0.04011313505326813,0.014417412827440615,0.014417412827440615,0.04011313505326813,0.025695722225827514
xc_std_frac_high,income,Q1 (Lowest),Q1 income,300,h_ext,extrinsic,0.0,0.0,0.016666666666666666,0.21333333333333335,0.77,0.0,0.23,0.77,0.3004189294317469,0.19700496632890335,0.05730226016372722,0.04048031562829101,0.012058162144145785,0.012058162144145785,0.04048031562829101,0.02842215348414523
xc_std_frac_low,income,Q1 (Lowest),Q1 income,300,h_ext,extrinsic,0.0,0.0,0.016666666666666666,0.25333333333333335,0.73,0.0,0.27,0.73,0.3021036265321723,0.19288839836582886,0.06129929783850187,0.04017393782703984,0.017348634540769393,0.017348634540769393,0.04017393782703984,0.022825303286270446
mean_model_curve,income,Q2,Q2 income,300,epsilon,robustness,0.06333333333333334,0.08666666666666667,0.2833333333333333,0.33,0.23666666666666666,0.15,0.6133333333333333,0.23666666666666666,0.14093207289099793,0.08326005788339873,0.014455297509644388,0.004178576664140464,0.019639511709716066,0.004178576664140464,0.014455297509644388,0.010276720845503923
Xc_high,income,Q2,Q2 income,300,epsilon,robustness,0.06333333333333334,0.09666666666666666,0.44333333333333336,0.31,0.08666666666666667,0.16,0.7533333333333333,0.08666666666666667,0.14269791304179713,0.08007471832938956,0.005598631279313446,0.005075496784560463,0.022292288134346742,0.005075496784560463,0.005598631279313446,0.0005231344947529831
Xc_low,income,Q2,Q2 income,300,h_ext,extrinsic,0.07,0.07333333333333333,0.16,0.26,0.43666666666666665,0.14333333333333334,0.42,0.43666666666666665,0.1389065885234019,0.08431798343918318,0.025245929958806045,0.01842646945300903,0.010902732860119616,0.010902732860119616,0.01842646945300903,0.007523736592889414
beta_high,income,Q2,Q2 income,300,epsilon,robustness,0.05,0.08333333333333333,0.38333333333333336,0.36333333333333334,0.12,0.13333333333333333,0.7466666666666667,0.12,0.13874614701672444,0.08684073330022545,0.009284398359051328,0.0011122838581042293,0.023168498397798894,0.0011122838581042293,0.009284398359051328,0.0081721145009471
beta_low,income,Q2,Q2 income,300,epsilon,robustness,0.06666666666666667,0.07333333333333333,0.19333333333333333,0.33666666666666667,0.33,0.14,0.53,0.33,0.13963712761499492,0.08564298217349546,0.022243422377279595,0.010174090440849022,0.013952890628824842,0.010174090440849022,0.013952890628824842,0.0037788001879758195
central,income,Q2,Q2 income,300,epsilon,robustness,0.06666666666666667,0.09333333333333334,0.29333333333333333,0.35,0.19666666666666666,0.16,0.6433333333333333,0.19666666666666666,0.1382271892863742,0.08434341998007647,0.01412299979119674,0.0017710259972923252,0.020628033360173978,0.0017710259972923252,0.01412299979119674,0.012351973793904415
epsilon_high,income,Q2,Q2 income,300,epsilon,robustness,0.06,0.09,0.23333333333333334,0.30333333333333334,0.31333333333333335,0.15,0.5366666666666666,0.31333333333333335,0.13001247612705397,0.07790973842768474,0.017971640169403665,0.007673951368368323,0.016955723440656725,0.007673951368368323,0.016955723440656725,0.009281772072288402
epsilon_low,income,Q2,Q2 income,300,Xc,robustness,0.06666666666666667,0.10333333333333333,0.43666666666666665,0.32,0.07333333333333333,0.17,0.7566666666666667,0.07333333333333333,0.1380063772636675,0.07718593809564779,0.003921827207746114,0.005190937454431778,0.023487538572422046,0.003921827207746114,0.005190937454431778,0.0012691102466856645
eta_high,income,Q2,Q2 income,300,epsilon,robustness,0.05,0.09,0.2966666666666667,0.3333333333333333,0.23,0.14,0.63,0.23,0.1481884080787334,0.08854041506868358,0.01574016015471903,0.002899562453903399,0.01934482557525747,0.002899562453903399,0.01574016015471903,0.01284059770081563
eta_low,income,Q2,Q2 income,300,epsilon,robustness,0.06666666666666667,0.10333333333333333,0.2866666666666667,0.31,0.23333333333333334,0.17,0.5966666666666667,0.23333333333333334,0.14000477212379447,0.08222477529976673,0.012522210627745186,0.0033248226242583697,0.02036744060958129,0.0033248226242583697,0.012522210627745186,0.009197388003486816
xc_std_frac_high,income,Q2,Q2 income,300,epsilon,robustness,0.05,0.09,0.30333333333333334,0.31666666666666665,0.24,0.14,0.62,0.24,0.14095070252960376,0.08677416262251686,0.011961217392329235,0.0035914681001026627,0.017768433312752276,0.0035914681001026627,0.011961217392329235,0.008369749292226572
xc_std_frac_low,income,Q2,Q2 income,300,epsilon,robustness,0.05333333333333334,0.10333333333333333,0.29333333333333333,0.32,0.23,0.15666666666666668,0.6133333333333333,0.23,0.14456711945626838,0.08103770936177224,0.014200551856681481,0.0032774160530891602,0.019810076528579676,0.0032774160530891602,0.014200551856681481,0.010923135803592322
mean_model_curve,income,Q3,Q3 income,300,epsilon,robustness,0.03333333333333333,0.02,0.05,0.8866666666666667,0.01,0.05333333333333334,0.9366666666666666,0.01,0.16102862835200937,0.10344460231316427,0.024427069559908282,0.012710158173894858,0.1681957567214057,0.012710158173894858,0.024427069559908282,0.011716911386013424
Xc_high,income,Q3,Q3 income,300,epsilon,robustness,0.03333333333333333,0.023333333333333334,0.07,0.86,0.013333333333333334,0.056666666666666664,0.93,0.013333333333333334,0.15670655571914766,0.09759650903450263,0.015854696344243933,0.0025106806670677126,0.1720013955127645,0.0025106806670677126,0.015854696344243933,0.01334401567717622
Xc_low,income,Q3,Q3 income,300,epsilon,robustness,0.02666666666666667,0.02,0.03333333333333333,0.91,0.01,0.04666666666666667,0.9433333333333334,0.01,0.16434798111059112,0.1114057059324783,0.034714053811716224,0.02553059416594938,0.1684630432465776,0.02553059416594938,0.034714053811716224,0.009183459645766844
beta_high,income,Q3,Q3 income,300,epsilon,robustness,0.04,0.023333333333333334,0.06666666666666667,0.86,0.01,0.06333333333333334,0.9266666666666666,0.01,0.1586214233816656,0.09780239168704867,0.01581276184376564,0.005944711722485028,0.16801745156207173,0.005944711722485028,0.01581276184376564,0.00986805012128061
beta_low,income,Q3,Q3 income,300,epsilon,robustness,0.02666666666666667,0.02666666666666667,0.03333333333333333,0.9033333333333333,0.01,0.05333333333333334,0.9366666666666666,0.01,0.1635019158173913,0.10495882390631776,0.03205553153356007,0.01867712475713968,0.16022201901061664,0.01867712475713968,0.03205553153356007,0.013378406776420389
central,income,Q3,Q3 income,300,epsilon,robustness,0.03333333333333333,0.02,0.05,0.8866666666666667,0.01,0.05333333333333334,0.9366666666666666,0.01,0.16204075772486032,0.10240185917117543,0.024019752365203186,0.011499933804488495,0.1725865908209494,0.011499933804488495,0.024019752365203186,0.01251981856071469
epsilon_high,income,Q3,Q3 income,300,epsilon,robustness,0.02,0.03,0.03666666666666667,0.9066666666666666,0.006666666666666667,0.05,0.9433333333333334,0.006666666666666667,0.17349591804216283,0.10743920109546401,0.032599610715680766,0.02102203776540854,0.16945182325726535,0.02102203776540854,0.032599610715680766,0.011577572950272227
epsilon_low,income,Q3,Q3 income,300,epsilon,robustness,0.03333333333333333,0.023333333333333334,0.07,0.8633333333333333,0.01,0.056666666666666664,0.9333333333333333,0.01,0.15876497369072032,0.10327337650936191,0.016582555540710236,0.0035231303104794037,0.17015831207154802,0.0035231303104794037,0.016582555540710236,0.013059425230230832
eta_high,income,Q3,Q3 income,300,epsilon,robustness,0.03333333333333333,0.023333333333333334,0.056666666666666664,0.87,0.016666666666666666,0.056666666666666664,0.9266666666666666,0.016666666666666666,0.15253816515331203,0.10051824045269228,0.02036171929985758,0.008789525563634309,0.15499161545342538,0.008789525563634309,0.02036171929985758,0.011572193736223271
eta_low,income,Q3,Q3 income,300,epsilon,robustness,0.02666666666666667,0.02,0.056666666666666664,0.8866666666666667,0.01,0.04666666666666667,0.9433333333333334,0.01,0.16178803266745548,0.10338886442865658,0.022594072259624374,0.01220520468660514,0.17773494619813612,0.01220520468660514,0.022594072259624374,0.010388867573019234
xc_std_frac_high,income,Q3,Q3 income,300,epsilon,robustness,0.03333333333333333,0.02,0.05,0.8866666666666667,0.01,0.05333333333333334,0.9366666666666666,0.01,0.16249700495990507,0.1071025616355321,0.022742604021803284,0.012277268134595651,0.169365846771563,0.012277268134595651,0.022742604021803284,0.010465335887207633
xc_std_frac_low,income,Q3,Q3 income,300,epsilon,robustness,0.03333333333333333,0.016666666666666666,0.04666666666666667,0.8866666666666667,0.016666666666666666,0.05,0.9333333333333333,0.016666666666666666,0.15139005382449322,0.10151119458430923,0.025013937448194308,0.012214072189198533,0.16600891655537145,0.012214072189198533,0.025013937448194308,0.012799865258995775
mean_model_curve,income,Q4 (Highest),Q4 income,299,epsilon,robustness,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.49551441918698397,0.3384054160247243,0.11279577266081539,0.05304624139942712,0.5022390463446204,0.05304624139942712,0.11279577266081539,0.059749531261388274
Xc_high,income,Q4 (Highest),Q4 income,299,epsilon,robustness,0.0,0.0,0.006688963210702341,0.9933110367892977,0.0,0.0,1.0,0.0,0.4911836629594219,0.33597484928613,0.15114980098179226,0.03303457926982062,0.5060515181908412,0.03303457926982062,0.15114980098179226,0.11811522171197164
Xc_low,income,Q4 (Highest),Q4 income,299,epsilon,robustness,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.49259991649352936,0.3498114002929969,0.1217596324181484,0.08889560651447148,0.5024456765295644,0.08889560651447148,0.1217596324181484,0.032864025903676916
beta_high,income,Q4 (Highest),Q4 income,299,epsilon,robustness,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48790179060061273,0.3396665656762355,0.10583822146985414,0.03610286106713876,0.5020679709059066,0.03610286106713876,0.10583822146985414,0.06973536040271539
beta_low,income,Q4 (Highest),Q4 income,299,epsilon,robustness,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4968878199867772,0.33483048911467583,0.11938348583101784,0.0694997543486221,0.4942251967925342,0.0694997543486221,0.11938348583101784,0.049883731482395735
central,income,Q4 (Highest),Q4 income,299,epsilon,robustness,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4965233421803238,0.33176271301947935,0.11099797417321346,0.049904087911686254,0.506665842311237,0.049904087911686254,0.11099797417321346,0.0610938862615272
epsilon_high,income,Q4 (Highest),Q4 income,299,epsilon,robustness,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5058227488980498,0.3396449174876434,0.11202899008692915,0.07445506277733568,0.5035742936294866,0.07445506277733568,0.11202899008692915,0.03757392730959347
epsilon_low,income,Q4 (Highest),Q4 income,299,epsilon,robustness,0.0,0.0,0.0033444816053511705,0.9966555183946488,0.0,0.0,1.0,0.0,0.4932720814128488,0.3428100632429169,0.14273299982748344,0.0355696879475519,0.5042157542975876,0.0355696879475519,0.14273299982748344,0.10716331187993154
eta_high,income,Q4 (Highest),Q4 income,299,epsilon,robustness,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48703320683943435,0.32655622108147925,0.11816441283081013,0.04584561375554405,0.48892618986376885,0.04584561375554405,0.11816441283081013,0.07231879907526607
eta_low,income,Q4 (Highest),Q4 income,299,epsilon,robustness,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4962818851093793,0.3467839355353336,0.10050946382551125,0.05456522685157821,0.5118293170168303,0.05456522685157821,0.10050946382551125,0.04594423697393304
xc_std_frac_high,income,Q4 (Highest),Q4 income,299,epsilon,robustness,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.49587680394803557,0.34933070840876573,0.10151763998642503,0.04806174773797023,0.5033791070059397,0.04806174773797023,0.10151763998642503,0.0534558922484548
xc_std_frac_low,income,Q4 (Highest),Q4 income,299,epsilon,robustness,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4858799762293191,0.3339718417223159,0.12558854952101356,0.05056975853092474,0.5000428318520704,0.05056975853092474,0.12558854952101356,0.07501879099008882
mean_model_curve,alcohol,0-1 drink/day,0-1 drink/day,300,epsilon,robustness,0.0,0.0,0.03,0.97,0.0,0.0,1.0,0.0,0.25516353261361324,0.15723933853008035,0.028596405876281695,0.009561605660647128,0.2634344208920758,0.009561605660647128,0.028596405876281695,0.019034800215634567
Xc_high,alcohol,0-1 drink/day,0-1 drink/day,300,epsilon,robustness,0.0,0.0,0.32666666666666666,0.6733333333333333,0.0,0.0,1.0,0.0,0.2512419386084971,0.15442212788313608,0.0154284323288579,0.006158847343912951,0.2672309933111769,0.006158847343912951,0.0154284323288579,0.00926958498494495
Xc_low,alcohol,0-1 drink/day,0-1 drink/day,300,epsilon,robustness,0.0,0.0,0.0033333333333333335,0.9966666666666667,0.0,0.0,1.0,0.0,0.25809227888034764,0.16556418377921775,0.0474130762860286,0.030175864034261854,0.26373066555036784,0.030175864034261854,0.0474130762860286,0.017237212251766748
beta_high,alcohol,0-1 drink/day,0-1 drink/day,300,epsilon,robustness,0.0,0.0,0.19,0.81,0.0,0.0,1.0,0.0,0.24756497384921822,0.15013879558343451,0.017342744036746387,0.0002808872465587629,0.2632526196108871,0.0002808872465587629,0.017342744036746387,0.017061856790187624
beta_low,alcohol,0-1 drink/day,0-1 drink/day,300,epsilon,robustness,0.0,0.0,0.0033333333333333335,0.9966666666666667,0.0,0.0,1.0,0.0,0.2577428099841085,0.15545488194095228,0.03979827457836843,0.018531858978924842,0.25549194272341075,0.018531858978924842,0.03979827457836843,0.02126641559944359
central,alcohol,0-1 drink/day,0-1 drink/day,300,epsilon,robustness,0.0,0.0,0.03333333333333333,0.9666666666666667,0.0,0.0,1.0,0.0,0.2557830888535836,0.15908763140506557,0.026754182856079573,0.007571739220429496,0.26779945485689877,0.007571739220429496,0.026754182856079573,0.019182443635650078
epsilon_high,alcohol,0-1 drink/day,0-1 drink/day,300,epsilon,robustness,0.0,0.0,0.0033333333333333335,0.9966666666666667,0.0,0.0,1.0,0.0,0.26806741914359533,0.16432732220918467,0.04036965152099727,0.02220890563998737,0.2646438659309276,0.02220890563998737,0.04036965152099727,0.018160745881009903
epsilon_low,alcohol,0-1 drink/day,0-1 drink/day,300,epsilon,robustness,0.0,0.0,0.31,0.69,0.0,0.0,1.0,0.0,0.253137388165071,0.15473886319089966,0.015414744056171345,0.004794820925348697,0.2653866903103137,0.004794820925348697,0.015414744056171345,0.010619923130822648
eta_high,alcohol,0-1 drink/day,0-1 drink/day,300,epsilon,robustness,0.0,0.0,0.07,0.93,0.0,0.0,1.0,0.0,0.2468122469794561,0.15251102401184752,0.02379676109068642,0.00429287566913816,0.25029842247834694,0.00429287566913816,0.02379676109068642,0.01950388542154826
eta_low,alcohol,0-1 drink/day,0-1 drink/day,300,epsilon,robustness,0.0,0.0,0.03333333333333333,0.9666666666666667,0.0,0.0,1.0,0.0,0.2554801347432594,0.1558228143635212,0.02746815205436986,0.00905897466107367,0.27293161656106985,0.00905897466107367,0.02746815205436986,0.018409177393296186
xc_std_frac_high,alcohol,0-1 drink/day,0-1 drink/day,300,epsilon,robustness,0.0,0.0,0.03666666666666667,0.9633333333333334,0.0,0.0,1.0,0.0,0.2573375483175782,0.1648586949816667,0.025019452753949935,0.007503780627892541,0.26461784481503525,0.007503780627892541,0.025019452753949935,0.017515672126057393
xc_std_frac_low,alcohol,0-1 drink/day,0-1 drink/day,300,epsilon,robustness,0.0,0.0,0.03,0.97,0.0,0.0,1.0,0.0,0.2458950792428184,0.15435113970692602,0.028860572789480014,0.008627614475111735,0.2612555407957532,0.008627614475111735,0.028860572789480014,0.020232958314368277
mean_model_curve,alcohol,>4 drinks/day,>4 drinks/day,300,epsilon,robustness,0.0,0.0,0.13333333333333333,0.36333333333333334,0.5033333333333333,0.0,0.49666666666666665,0.5033333333333333,0.20585356306484165,0.12372690304830616,0.025988796887896227,0.011957994074043816,0.025116158291757798,0.011957994074043816,0.025116158291757798,0.013158164217713982
Xc_high,alcohol,>4 drinks/day,>4 drinks/day,300,epsilon,robustness,0.0,0.0,0.25666666666666665,0.5166666666666667,0.22666666666666666,0.0,0.7733333333333333,0.22666666666666666,0.20680188268699826,0.11932128401036234,0.012839086107792656,0.0033512240197063497,0.030149811889554866,0.0033512240197063497,0.012839086107792656,0.009487862088086307
Xc_low,alcohol,>4 drinks/day,>4 drinks/day,300,h_ext,extrinsic,0.0,0.0,0.03666666666666667,0.15333333333333332,0.81,0.0,0.19,0.81,0.2041896714474594,0.12711367877615545,0.04234771852389968,0.03287930521384049,0.011732461994042667,0.011732461994042667,0.03287930521384049,0.021146843219797824
beta_high,alcohol,>4 drinks/day,>4 drinks/day,300,epsilon,robustness,0.0,0.0,0.19,0.5233333333333333,0.2866666666666667,0.0,0.7133333333333334,0.2866666666666667,0.20396039649225425,0.1270201353705556,0.01691607836416361,0.004520371117499515,0.031017939555321453,0.004520371117499515,0.01691607836416361,0.012395707246664094
