scenario_id,analysis,mode,distribution,cv_requested,favorable_cutoff,rho,delta,n,top_0_01pct_lifespan,top_0_01pct_censored,q9999_tau,q9999_tau_factor,q999_tau_factor,tau_cv,eta_cv_actual,beta_cv_actual,eta_q0001_factor,beta_q9999_factor,conditional_survival_100_from90,conditional_survival_105_from90,conditional_survival_110_from90,factor_mean,factor_cv,eta_factor_mean,eta_factor_cv,beta_factor_mean,beta_factor_cv
family__eta_only__lognormal__cv0.125,distribution_family,eta_only,lognormal,0.125,,,0.0,200000,138.5000100000005,False,156.4585283480363,1.5865365332996018,1.481275891978351,0.1251428058661548,0.12518306247606775,1.2277888374267895e-16,0.6303037964087428,1.0,0.342775054926483,0.1771674835220551,0.0843670779111036,0.9996351465904311,0.12518306247606772,,,,
family__eta_only__uniform__cv0.025,distribution_family,eta_only,uniform,0.025,,,0.0,200000,107.50001000000049,False,103.07884487767491,1.0452504886468612,1.0451796901602568,0.02501732384590371,0.024999576650975373,1.2277888374267895e-16,0.9567084740563567,1.0,0.0502089917422775,0.003721072484453,5.097359567743909e-05,0.999982443289381,0.024999576650975377,,,,
family__eta_only__uniform__cv0.050,distribution_family,eta_only,uniform,0.05,,,0.0,200000,112.2,False,107.96412474212306,1.094788695749889,1.0945875270600027,0.05020985164707067,0.050071116947923155,1.2277888374267895e-16,0.9134182732084549,1.0,0.1046197195900652,0.0175199400095439,0.0014997614015952,0.9998710960498282,0.05007111694792317,,,,
family__eta_only__uniform__cv0.075,distribution_family,eta_only,uniform,0.075,,,0.0,200000,115.2,False,113.33596955372015,1.1492608177543628,1.148970978348451,0.07546518514727917,0.07492975001784681,1.2277888374267895e-16,0.8701245048569427,1.0,0.184570531509307,0.0479316601765581,0.0077473546861301,1.0002702542772641,0.07492975001784682,,,,
family__eta_only__uniform__cv0.100,distribution_family,eta_only,uniform,0.1,,,0.0,200000,121.30001000000048,False,119.269277391088,1.2094263437035597,1.20898770894653,0.10124854628867914,0.10001284384187675,1.2277888374267895e-16,0.8268382818070219,1.0,0.2838597381876201,0.1108713783225151,0.031584291257207,0.9999844739419725,0.10001284384187673,,,,
family__eta_only__uniform__cv0.125,distribution_family,eta_only,uniform,0.125,,,0.0,200000,125.9,False,125.86024003069623,1.2762606871411415,1.27560622606608,0.12726159716139185,0.12487141155539366,1.2277888374267895e-16,0.7835389823375565,1.0,0.3861007033458226,0.1956550318806284,0.0796029711431012,0.9999674397777532,0.12487141155539368,,,,
family__eta_only__student_t4__cv0.025,distribution_family,eta_only,student_t4,0.025,,,0.0,200000,113.80003000000144,False,126.19891356984392,1.2796949386862182,1.1466787822023057,0.02537289308281984,0.025109270691163182,1.2277888374267895e-16,0.7814362390386779,1.0,0.055510099718742,0.0059319867041677,0.0009204806954743,1.0000190954148225,0.025109270691163185,,,,
family__eta_only__student_t4__cv0.050,distribution_family,eta_only,student_t4,0.05,,,0.0,200000,147.00002000000094,False,175.7808425757544,1.7824706108717572,1.3483721932980577,0.05350489597276557,0.05010635209796698,1.2277888374267895e-16,0.5610190719603608,1.0,0.1036510774442457,0.0283711301402089,0.0099981180013174,0.9997376281057437,0.05010635209796699,,,,
family__eta_only__student_t4__cv0.075,distribution_family,eta_only,student_t4,0.075,,,0.0,200000,217.10158000007505,False,310.3073597323379,3.146609954504757,1.5998263049868078,0.0891633455169283,0.07433009129611413,1.2277888374267895e-16,0.3178023557318803,1.0,0.1754521630794346,0.0677063195428964,0.0292778278987842,0.9999039147101612,0.07433009129611412,,,,
family__eta_only__student_t4__cv0.100,distribution_family,eta_only,student_t4,0.1,,,0.0,200000,320.0,True,441.33377506806124,4.475257212997403,1.95287597092927,0.1728790542684877,0.09887848543235474,1.2277888374267895e-16,0.22345085343515475,1.0,0.2457229251213495,0.1207328718071138,0.0632211347179119,0.9999892105010296,0.09887848543235474,,,,
family__eta_only__student_t4__cv0.125,distribution_family,eta_only,student_t4,0.125,,,0.0,200000,320.0,True,969.8446543043273,9.83451648130276,2.587217619086898,0.2255151098811942,0.1235375301949865,1.2277888374267895e-16,0.10168268084078756,1.0,0.3228747752923516,0.1807483459663819,0.1081376600752423,1.0003041767059755,0.1235375301949865,,,,
family__beta_only__gaussian__cv0.025,distribution_family,beta_only,gaussian,0.025,,,0.0,200000,108.00001000000049,False,107.8889335791739,1.0940262347433864,1.0762027945168442,0.025001017161380035,0.0,0.025001017161380035,1.0,1.0940262347433864,0.0517468688200395,0.0041326504741138,0.0001267684194513,0.9999852106033659,0.025001017161380028,,,,
family__beta_only__gaussian__cv0.050,distribution_family,beta_only,gaussian,0.05,,,0.0,200000,113.1,False,116.83272532883971,1.1847189729845644,1.153249870829663,0.05013387966918046,0.0,0.05013387966918047,1.0,1.1847189729845644,0.1076898422655159,0.0181314530345001,0.0017856734049128,0.999878471100483,0.05013387966918047,,,,
family__beta_only__gaussian__cv0.075,distribution_family,beta_only,gaussian,0.075,,,0.0,200000,118.50002000000094,False,126.47225327727875,1.2824666855281808,1.2326740356553418,0.07508189014068824,0.0,0.07508189014068821,1.0,1.2824666855281808,0.1846953907408536,0.0547666930749385,0.0123712596745688,1.0000210930363578,0.07508189014068822,,,,
family__beta_only__gaussian__cv0.100,distribution_family,beta_only,gaussian,0.1,,,0.0,200000,125.70002000000096,False,134.96166355781318,1.368551859014386,1.309549602590362,0.09962334189957567,0.0,0.09962334189957565,1.0,1.368551859014386,0.2690081049787727,0.1076620536288618,0.0351583319549355,1.000208453590704,0.09962334189957567,,,,
family__beta_only__gaussian__cv0.125,distribution_family,beta_only,gaussian,0.125,,,0.0,200000,132.10001000000048,False,145.5700559482744,1.4761241483919594,1.3844719197818756,0.12499439655193022,0.0,0.12499439655193019,1.0,1.4761241483919594,0.3486151873966872,0.1729582026110717,0.0761899942650878,0.9999280446558421,0.1249943965519302,,,,
family__beta_only__lognormal__cv0.025,distribution_family,beta_only,lognormal,0.025,,,0.0,200000,108.00001000000049,False,108.15579031536409,1.0967322423071355,1.079248075857317,0.024992276361928495,0.0,0.024992276361928502,1.0,1.0967322423071355,0.0536850075719333,0.004946996466431,7.571933366986371e-05,0.9999905512409226,0.024992276361928495,,,,
family__beta_only__lognormal__cv0.050,distribution_family,beta_only,lognormal,0.05,,,0.0,200000,113.1,False,118.91043588812369,1.2057875829397453,1.1650364021753694,0.049925584749044925,0.0,0.04992558474904494,1.0,1.2057875829397453,0.1056642170717919,0.0203052572074618,0.0021707179197286,0.999931646663803,0.04992558474904494,,,,
family__beta_only__lognormal__cv0.075,distribution_family,beta_only,lognormal,0.075,,,0.0,200000,121.90007000000332,False,130.33140623832603,1.321599657216839,1.2546281485870163,0.0752156008602939,0.0,0.07521560086029391,1.0,1.321599657216839,0.1954673637841954,0.063049340277063,0.0169613634960169,0.9998940215095758,0.0752156008602939,,,,
family__beta_only__lognormal__cv0.100,distribution_family,beta_only,lognormal,0.1,,,0.0,200000,130.9000100000005,False,143.4692693446608,1.4548215404070162,1.348316348852841,0.0996562412386553,0.0,0.09965624123865528,1.0,1.4548215404070162,0.2814512505616294,0.1208439418900703,0.0465590834206979,0.9999492589786066,0.09965624123865528,,,,
family__beta_only__lognormal__cv0.125,distribution_family,beta_only,lognormal,0.125,,,0.0,200000,140.90006000000287,False,156.70192539683,1.5890046525775072,1.4611048208322315,0.12503813830947771,0.0,0.1250381383094777,1.0,1.5890046525775074,0.369450344960764,0.1981988308200059,0.0983094289275494,0.9994308089450348,0.12503813830947774,,,,
family__beta_only__uniform__cv0.025,distribution_family,beta_only,uniform,0.025,,,0.0,200000,108.20001000000047,False,102.8857569391581,1.0432925188779332,1.0432177634807203,0.024983546078355408,0.0,0.024983546078355397,1.0,1.0432925188779332,0.0518150476576759,0.0037517744879334,0.000152098965727,1.0000492283819118,0.024983546078355404,,,,
family__beta_only__uniform__cv0.050,distribution_family,beta_only,uniform,0.05,,,0.0,200000,110.8,False,107.15475614245004,1.0865814547266934,1.0864436389705465,0.050038784460838856,0.0,0.05003878446083886,1.0,1.0865814547266934,0.102548433822198,0.0142359225058844,0.0008374072062284,1.0000505747223587,0.05003878446083888,,,,
family__beta_only__uniform__cv0.075,distribution_family,beta_only,uniform,0.075,,,0.0,200000,113.8,False,111.42433330223379,1.1298762512281042,1.1296434473841461,0.0749965787105785,0.0,0.07499657871057851,1.0,1.1298762512281044,0.1828182501681769,0.0427565193304578,0.0049859522773139,0.9998509202728805,0.07499657871057851,,,,
family__beta_only__uniform__cv0.100,distribution_family,beta_only,uniform,0.1,,,0.0,200000,118.00001000000049,False,115.6950424044156,1.1731825259658701,1.172876950100956,0.09991033720798648,0.0,0.09991033720798648,1.0,1.1731825259658701,0.2735862360738965,0.0934106614017769,0.0195494288534762,0.9999829201217878,0.09991033720798646,,,,
family__beta_only__uniform__cv0.125,distribution_family,beta_only,uniform,0.125,,,0.0,200000,122.20001000000047,False,119.96389269254637,1.216469951770109,1.2161080608498422,0.12505662762832678,0.0,0.1250566276283268,1.0,1.216469951770109,0.3686806411837238,0.1646356109981264,0.050682979166333,0.999711992202741,0.1250566276283268,,,,
family__beta_only__student_t4__cv0.025,distribution_family,beta_only,student_t4,0.025,,,0.0,200000,110.90003000000144,False,120.34032158037299,1.22028705390594,1.1244637216803377,0.024855039705201754,0.0,0.024855039705201754,1.0,1.22028705390594,0.0509068010075566,0.0043828715365239,0.0007556675062972,0.9999739509320908,0.024855039705201754,,,,
family__beta_only__student_t4__cv0.050,distribution_family,beta_only,student_t4,0.05,,,0.0,200000,123.9,False,141.73578783847356,1.43724351657921,1.2459521264916122,0.050036744448481725,0.0,0.05003674444848173,1.0,1.43724351657921,0.1024117360321255,0.0236299064552819,0.0066850815904923,0.9999406984051044,0.050036744448481725,,,,
family__beta_only__student_t4__cv0.075,distribution_family,beta_only,student_t4,0.075,,,0.0,200000,146.5001200000057,False,164.1818789406228,1.6648536311529216,1.3760679334418675,0.07447303217132409,0.0,0.07447303217132409,1.0,1.6648536311529218,0.1707787528085124,0.0606002797914282,0.0232311670693967,1.0001412581104652,0.07447303217132409,,,,
family__beta_only__student_t4__cv0.100,distribution_family,beta_only,student_t4,0.1,,,0.0,200000,162.60001000000048,False,184.92536587834175,1.8751988274307905,1.517248583423392,0.09880605769757642,0.0,0.09880605769757637,1.0,1.8751988274307905,0.238925368508726,0.1029500067793983,0.0457318844790516,1.000077951387952,0.09880605769757637,,,,
family__beta_only__student_t4__cv0.125,distribution_family,beta_only,student_t4,0.125,,,0.0,200000,185.8000400000019,False,208.87590904539397,2.118064538415694,1.6469617370551333,0.12362480026623533,0.0,0.12362480026623533,1.0,2.118064538415694,0.3015938915864907,0.1519702521706168,0.0770230509575985,1.000256197735935,0.12362480026623535,,,,
