scenario,target_year,source_year,variant,xc_factor,h_ext,n,from_age,random_seed,age,survival
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,14,0.994169
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,15,0.993749
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,16,0.993342
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,17,0.992902
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,18,0.992447
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,19,0.99197
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,20,0.991526
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,21,0.991068
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,22,0.990598
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,23,0.990126
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,24,0.989662
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,25,0.989208
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,26,0.988696
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,27,0.988166
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,28,0.987645
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,29,0.987133
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,30,0.986571
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,31,0.986028
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,32,0.985419
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,33,0.9848
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,34,0.984178
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,35,0.983479
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,36,0.982721
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,37,0.981945
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,38,0.981141
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,39,0.980278
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,40,0.979355
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,41,0.978341
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,42,0.977269
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,43,0.97612
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,44,0.974892
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,45,0.973561
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,46,0.972105
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,47,0.970522
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,48,0.968723
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,49,0.966717
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,50,0.964617
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,51,0.962215
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,52,0.959495
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,53,0.956422
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,54,0.953096
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,55,0.949444
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,56,0.945318
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,57,0.940646
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,58,0.935488
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,59,0.929653
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,60,0.923241
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,61,0.915969
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,62,0.907907
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,63,0.898902
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,64,0.88907
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,65,0.877903
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,66,0.865609
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,67,0.851905
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,68,0.836934
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,69,0.820362
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,70,0.802116
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,71,0.78245
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,72,0.760728
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,73,0.737585
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,74,0.712278
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,75,0.685027
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,76,0.65562
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,77,0.624552
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,78,0.591764
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,79,0.557471
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,80,0.52145
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,81,0.484167
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,82,0.44628
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,83,0.407775
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,84,0.36909
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,85,0.330814
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,86,0.293295
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,87,0.256994
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,88,0.222266
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,89,0.189698
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,90,0.159378
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,91,0.131685
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,92,0.106839
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,93,0.085035
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,94,0.066091
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,95,0.050498
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,96,0.037627
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,97,0.027441
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,98,0.019404
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,99,0.013401
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,100,0.008936
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,101,0.005819
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,102,0.003641
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,103,0.002172
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,104,0.001239
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,105,0.000721
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,106,0.000413
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,107,0.000195
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,108,9.1e-05
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,109,4.8e-05
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,110,2.2e-05
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,111,1.1e-05
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,112,2e-06
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,113,1e-06
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,114,0.0
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,115,0.0
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,116,0.0
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,117,0.0
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,118,0.0
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,119,0.0
historical,1990,1990,high,0.908880569072368,0.0004056192601069,1000000,0,3692126447,120,0.0
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,0,1.0
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,1,0.99965
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,2,0.999309
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,3,0.998906
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,4,0.998531
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,5,0.998154
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,6,0.997752
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,7,0.997358
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,8,0.996919
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,9,0.996522
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,10,0.996167
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,11,0.995787
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,12,0.995415
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,13,0.994967
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,14,0.994558
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,15,0.994134
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,16,0.993703
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,17,0.993309
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,18,0.992898
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,19,0.992447
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,20,0.992029
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,21,0.991608
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,22,0.991177
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,23,0.990699
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,24,0.990249
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,25,0.989755
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,26,0.989277
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,27,0.988749
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,28,0.988205
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,29,0.987691
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,30,0.987147
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,31,0.986564
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,32,0.985965
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,33,0.985349
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,34,0.984636
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,35,0.983913
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,36,0.983134
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,37,0.982281
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,38,0.981408
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,39,0.980454
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,40,0.979438
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,41,0.978241
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,42,0.977045
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,43,0.975683
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,44,0.974158
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,45,0.972543
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,46,0.970754
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,47,0.968871
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,48,0.966744
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,49,0.964307
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,50,0.961692
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,51,0.958763
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,52,0.95553
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,53,0.951885
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,54,0.947827
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,55,0.943338
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,56,0.93842
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,57,0.93289
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,58,0.926836
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,59,0.919938
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,60,0.912283
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,61,0.903698
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,62,0.893996
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,63,0.883712
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,64,0.872026
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,65,0.859084
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,66,0.845012
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,67,0.829386
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,68,0.812101
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,69,0.793545
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,70,0.773307
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,71,0.751113
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,72,0.727328
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,73,0.701881
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,74,0.674581
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,75,0.645379
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,76,0.614348
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,77,0.581681
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,78,0.547744
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,79,0.512391
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,80,0.476039
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,81,0.439049
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,82,0.401601
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,83,0.363765
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,84,0.326602
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,85,0.289731
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,86,0.254355
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,87,0.220166
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,88,0.187848
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,89,0.158282
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,90,0.131211
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,91,0.106946
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,92,0.08547
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,93,0.06709
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,94,0.05134
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,95,0.038446
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,96,0.028303
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,97,0.020235
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,98,0.013967
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,99,0.009431
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,100,0.006227
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,101,0.004017
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,102,0.002476
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,103,0.001481
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,104,0.000851
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,105,0.000439
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,106,0.000224
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,107,0.000113
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,108,4.8e-05
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,109,2.4e-05
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,110,1e-05
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,111,6e-06
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,112,2e-06
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,113,1e-06
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,114,1e-06
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,115,0.0
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,116,0.0
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,117,0.0
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,118,0.0
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,119,0.0
historical,2000,2000,low,0.8817282685007926,0.0003784677386237,1000000,0,4017210198,120,0.0
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,0,1.0
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,1,0.999657
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,2,0.99933
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,3,0.998971
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,4,0.998637
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,5,0.998257
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,6,0.997918
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,7,0.997558
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,8,0.997218
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,9,0.996889
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,10,0.996529
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,11,0.996199
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,12,0.995803
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,13,0.995471
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,14,0.995151
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,15,0.994787
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,16,0.994407
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,17,0.994046
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,18,0.993675
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,19,0.993326
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,20,0.992969
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,21,0.992589
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,22,0.992211
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,23,0.991825
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,24,0.991423
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,25,0.991003
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,26,0.990567
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,27,0.990152
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,28,0.989696
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,29,0.989229
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,30,0.988734
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,31,0.988263
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,32,0.987759
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,33,0.987226
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,34,0.986651
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,35,0.986063
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,36,0.985449
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,37,0.98476
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,38,0.984074
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,39,0.98328
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,40,0.98239
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,41,0.981535
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,42,0.98056
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,43,0.979547
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,44,0.978433
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,45,0.977159
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,46,0.975756
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,47,0.974237
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,48,0.972584
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,49,0.97069
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,50,0.968621
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,51,0.966221
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,52,0.963647
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,53,0.960732
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,54,0.957475
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,55,0.953867
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,56,0.949919
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,57,0.945405
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,58,0.940309
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,59,0.934702
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,60,0.928347
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,61,0.921439
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,62,0.913658
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,63,0.904966
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,64,0.895246
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,65,0.884489
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,66,0.872415
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,67,0.859152
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,68,0.844281
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,69,0.828099
historical,2000,2000,central,0.9130924308641714,0.0003346109149408,1000000,0,2616868369,70,0.810151
