year,condition,from_t,ref_year,old_fig4_ref_year,sr_baseline_median,sr_baseline_steepness,ref_median,ref_steepness,old_fig4_ref_median,old_fig4_ref_steepness,age_at_survival_75,median_lifespan,age_at_survival_25,iqr,steepness_iqr_absolute,x_relative_to_sr,y_relative_to_sr,x_relative_to_ref_year,y_relative_to_ref_year,x_relative_to_old_fig4_ref,y_relative_to_old_fig4_ref,ggm_a,ggm_b,ggm_c,ggm_m,country_key,country_name,hmd_country_code
1815,with_extrinsic,20,2019,2020,84.61604166666667,6.52705041027331,85.90374596874224,6.3715770222915635,85.23366127898805,6.437940922262204,46.78026315789474,63.10337401292175,73.63459196102315,26.85432880312841,2.3498399262010405,0.7457613564755116,0.360015593337917,0.7345823316701828,0.3688003641767028,0.7403574252943432,0.364998678082827,,,,,sweden,Sweden,swe
1815,extrinsic_removed,20,2019,2020,84.61604166666667,6.52705041027331,85.36953750429483,6.449734255708917,84.68360072965406,6.496256711997274,59.29130188244,68.93375459755696,76.86422671450354,17.57292483206355,3.922725172748731,0.8146653192442168,0.6009950783549216,0.8074748512499437,0.6081995036115745,0.8140153938142369,0.6038439283817479,0.0001177303545568,0.092124734161218,8.76560231103321,0.0073163089426661,sweden,Sweden,swe
1816,with_extrinsic,20,2019,2020,84.61604166666667,6.52705041027331,85.90374596874224,6.3715770222915635,85.23366127898805,6.437940922262204,49.0521875,64.44890510948905,74.73927732079906,25.68708982079906,2.5089998734424253,0.7616629641383686,0.3844002598008684,0.7502455729106393,0.3937800429414025,0.7561438068292521,0.3897208600915209,,,,,sweden,Sweden,swe
1816,extrinsic_removed,20,2019,2020,84.61604166666667,6.52705041027331,85.36953750429483,6.449734255708917,84.68360072965406,6.496256711997274,60.108680659881365,69.53149975238813,77.23923563119051,17.130554971309145,4.058916939284333,0.8217295253103184,0.6218608229064332,0.8144767066225478,0.6293153761632309,0.821073964183008,0.6248085811923555,9.793751182305216e-05,0.0941979379720252,9.1030804366651,0.0064371195191548,sweden,Sweden,swe
1817,with_extrinsic,20,2019,2020,84.61604166666667,6.52705041027331,85.90374596874224,6.3715770222915635,85.23366127898805,6.437940922262204,47.09886649874055,62.61227336122734,73.00376593279259,25.90489943405204,2.41700507352379,0.7399574847507028,0.3703058688989935,0.7288654604656011,0.3793417336191134,0.7345956095477811,0.3754313844611185,,,,,sweden,Sweden,swe
1817,extrinsic_removed,20,2019,2020,84.61604166666667,6.52705041027331,85.36953750429483,6.449734255708917,84.68360072965406,6.496256711997274,58.79783869658515,68.14566988267568,75.88134487670582,17.083506180120672,3.988974462512491,0.8053516631175708,0.6111450366974351,0.7982434001033138,0.6184711345249133,0.8047091679559721,0.6140419997789898,0.0001034686559286,0.095781520064987,8.733395698087637,0.0071586584734495,sweden,Sweden,swe
1818,with_extrinsic,20,2019,2020,84.61604166666667,6.52705041027331,85.90374596874224,6.3715770222915635,85.23366127898805,6.437940922262204,46.20472186287193,61.85919117647059,72.65593768371546,26.451215820843537,2.338614285084226,0.7310574916770086,0.3582957290177112,0.7200988790288524,0.3670385333022521,0.7257601075470898,0.363255008600245,,,,,sweden,Sweden,swe
1818,extrinsic_removed,20,2019,2020,84.61604166666667,6.52705041027331,85.36953750429483,6.449734255708917,84.68360072965406,6.496256711997274,57.100366477193816,67.20056801005215,75.53472401884717,18.434357541653355,3.6453978858882983,0.7941823640815012,0.5585061638486186,0.7871726844797698,0.5652012534720499,0.7935487795870282,0.5611536069927755,0.0001841281602259,0.0870578410346287,8.313531507087077,0.0066781104111001,sweden,Sweden,swe
1819,with_extrinsic,20,2019,2020,84.61604166666667,6.52705041027331,85.90374596874224,6.3715770222915635,85.23366127898805,6.437940922262204,44.045,59.82782824112304,70.98901284651791,26.944012846517907,2.2204498113151265,0.7070506615850288,0.3401919200471057,0.6964519133181056,0.3484929717629832,0.7019272355940891,0.3449006193326314,,,,,sweden,Sweden,swe
1819,extrinsic_removed,20,2019,2020,84.61604166666667,6.52705041027331,85.36953750429483,6.449734255708917,84.68360072965406,6.496256711997274,56.819132319867,66.57464891681066,74.59733627235876,17.778203952491758,3.7447342315745953,0.7867851958742337,0.5737253424120239,0.7798408057846322,0.5806028718563067,0.786157512708336,0.5764449278395707,0.0001628458438022,0.0901865445342705,8.540757015977698,0.0083465974057206,sweden,Sweden,swe
1820,with_extrinsic,20,2019,2020,84.61604166666667,6.52705041027331,85.90374596874224,6.3715770222915635,85.23366127898805,6.437940922262204,45.42023121387284,61.32395382395382,72.32220835932625,26.901977145453415,2.2795333403336087,0.7247320084474189,0.3492440224983886,0.7138682153193615,0.3577659553291824,0.7194804599937034,0.3540780146725255,,,,,sweden,Sweden,swe
1820,extrinsic_removed,20,2019,2020,84.61604166666667,6.52705041027331,85.36953750429483,6.449734255708917,84.68360072965406,6.496256711997274,57.01468119029322,66.96986779129973,75.14165585245038,18.126974662157167,3.69448675465463,0.7914559281219792,0.5660269987864134,0.7844703128200803,0.5728122443780521,0.7908245187293811,0.5687100923569813,0.0001768005972396,0.0880250546021107,8.534747285279508,0.0071852644126239,sweden,Sweden,swe
1821,with_extrinsic,20,2019,2020,84.61604166666667,6.52705041027331,85.90374596874224,6.3715770222915635,85.23366127898805,6.437940922262204,46.80284552845529,62.727064220183486,73.54085733422639,26.738011805771094,2.3459883508109067,0.7413140934586396,0.3594254990153618,0.7302017334960917,0.3681958709128439,0.7359423880063577,0.3644004160862288,,,,,sweden,Sweden,swe
1821,extrinsic_removed,20,2019,2020,84.61604166666667,6.52705041027331,85.36953750429483,6.449734255708917,84.68360072965406,6.496256711997274,58.26119716025047,68.21783122775776,76.36066169977073,18.099464539520262,3.769052453391857,0.8062044723918022,0.5774511021792512,0.799088682240147,0.5843732941486262,0.8055612968742081,0.5801883485348075,0.0001570075151648,0.0880980749414574,8.739788093413681,0.0068034313150399,sweden,Sweden,swe
1822,with_extrinsic,20,2019,2020,84.61604166666667,6.52705041027331,85.90374596874224,6.3715770222915635,85.23366127898805,6.437940922262204,47.48181818181818,63.181636726546905,73.90011648223646,26.41829830041828,2.391586165318852,0.7466862722726066,0.3664114745543551,0.7354933829024962,0.3753523118298126,0.741275638972493,0.3714830866261633,,,,,sweden,Sweden,swe
1822,extrinsic_removed,20,2019,2020,84.61604166666667,6.52705041027331,85.36953750429483,6.449734255708917,84.68360072965406,6.496256711997274,58.45662981428594,68.3990768641599,76.51832297917967,18.061693164893732,3.78696926360737,0.8083464496437768,0.5801961108875207,0.8012117537912025,0.587151208633964,0.8077015652950178,0.5829463691934469,0.000153571092454,0.088172204783909,8.814930091110375,0.0064993150067589,sweden,Sweden,swe
1823,with_extrinsic,20,2019,2020,84.61604166666667,6.52705041027331,85.90374596874224,6.3715770222915635,85.23366127898805,6.437940922262204,48.33342022940562,63.53960709759188,74.20296356715606,25.869543337750443,2.456154956739068,0.7509167983524623,0.3763039661641315,0.7396604930442965,0.3854861909611982,0.7454755098412718,0.3815125032051411,,,,,sweden,Sweden,swe
