delta,p,max_ratio_to_hmd_100_105_110,max_excess_over_hmd_100_105_110,passes_hmd_bound,pmax_mixture_vs_hmd,pmax_conservative_component_only
0.05,0.02818382931264455,0.5179117347821054,-0.00012750737360208916,True,0.21007512749071627,0.22184572208650186
0.05,0.03162277660168379,0.522086219990569,-0.000125096641801428,True,0.21007512749071627,0.22184572208650186
0.05,0.03548133892335753,0.5267700694316758,-0.00012239175623271356,True,0.21007512749071627,0.22184572208650186
0.05,0.039810717055349776,0.5320254349417696,-0.00011935682470784088,True,0.21007512749071627,0.22184572208650186
0.05,0.04466835921509635,0.5379220520281968,-0.00011595157552939098,True,0.21007512749071627,0.22184572208650186
0.05,0.05011872336272725,0.5445381652171204,-0.00011213082310967359,True,0.21007512749071627,0.22184572208650186
0.05,0.05623413251903491,0.5519615663108434,-0.00010784386838543179,True,0.21007512749071627,0.22184572208650186
0.05,0.06309573444801943,0.5602907593316859,-0.00010303382607207542,True,0.21007512749071627,0.22184572208650186
0.05,0.07079457843841387,0.5696362676105142,-9.763686983051637e-05,True,0.21007512749071627,0.22184572208650186
0.05,0.07943282347242822,0.5801221003641915,-9.158138533042694e-05,True,0.21007512749071627,0.22184572208650186
0.05,0.08912509381337459,0.5918873982225413,-8.478701997158711e-05,True,0.21007512749071627,0.22184572208650186
0.05,0.1,0.6050882795399691,-7.716361665369884e-05,True,0.21007512749071627,0.22184572208650186
0.1,0.0,0.4836998179671876,-0.00014726448177439268,True,0.013066982435708653,0.013994693244293121
0.1,1e-06,0.4837032890383139,-0.00014725321180579062,True,0.013066982435708653,0.013994693244293121
0.1,1.122018454301963e-06,0.48370371257304745,-0.00014725183666164176,True,0.013066982435708653,0.013994693244293121
0.1,1.2589254117941661e-06,0.4837041877868345,-0.0001472502937245294,True,0.013066982435708653,0.013994693244293121
0.1,1.4125375446227554e-06,0.4837047209854734,-0.00014724856252061553,True,0.013066982435708653,0.013994693244293121
0.1,1.584893192461114e-06,0.48370531924418614,-0.000147246620077876,True,0.013066982435708653,0.013994693244293121
0.1,1.778279410038923e-06,0.4837059905015023,-0.00014724444062127584,True,0.013066982435708653,0.013994693244293121
0.1,1.9952623149688787e-06,0.4837067436645984,-0.00014724199523075007,True,0.013066982435708653,0.013994693244293121
0.1,2.2387211385683376e-06,0.4837075887274914,-0.0001472392514574522,True,0.013066982435708653,0.013994693244293121
0.1,2.5118864315095823e-06,0.4837085369036525,-0.00014723617289317758,True,0.013066982435708653,0.013994693244293121
